lemma	codlem	gen	codmorf	NoLemLat	NoLiLaL	NoLiLaH	NoB	NoO	NoD	LemLatLST	LiLaLST
tingo	V3		VmH	3	1	0	1	0	2	155036(DF1EG),155037(DF1EH),40384(t0712)	lemma/128282
tinna	N1	f	NcA	2	1	0	0	0	2	155044(DF1F8),155045(DF1F9)	lemma/133473
tinnito	V1		VmF	2	1	0	1	0	1	155052(DF1FH),40394(t0718)	lemma/128289
tintillo	V1		VmF	2	1	0	0	0	2	155063(DF1GB),155062(DF1GA)	lemma/133492
tintinnabulum	N2	n	NcB	2	1	0	1	0	1	40399(t0723),155067(DF1GF)	lemma/128294
tintinno	V1		VmF	2	1	0	1	0	1	40403(t0726),155068(DF1GG)	lemma/128297
tiratorium	N2	n	NcB	2	1	0	0	0	2	155100(DF211),155101(DF212)	lemma/133537
tiro	N3B	m	NcC	2	1	0	1	0	1	155108(DF219),40409(t0731)	lemma/128303
tiro	V1		VmF	8	1	0	0	0	8	155116(DF20D),155115(DF20C),155114(DF20B),155113(DF20A),155112(DF209),155111(DF208),155110(DF207),155109(DF206)	lemma/133524
tirunculus	N2	m	NcB	2	1	0	1	0	1	40415(t0736),155125(DF220)	lemma/128309
tisana	N1	f	NcA	2	1	0	1	0	1	40416(t0737),155128(DF223)	lemma/128310
titanus	N2	m	NcB	2	1	0	0	0	2	155141(DF22G),155142(DF22H)	lemma/133570
titillo	V1		VmF	2	1	0	1	0	1	40424(t0743),155144(DF233)	lemma/128318
titio	V1		VmF	2	1	0	1	0	1	40428(t0747),155145(DF231)	lemma/128322
titiunculus	N2	m	NcB	2	1	0	1	0	1	155148(DF236),40429(t0749)	lemma/128324
titulo	V1		VmF	7	1	0	1	0	6	40434(t0752),155157(DF23G),155156(DF23F),155155(DF23E),155154(DF23D),155153(DF23C),155152(DF23B)	lemma/128327
titulus	N2	m	NcB	7	1	0	0	0	7	155164(DF248),155163(DF247),155162(DF246),155161(DF245),155160(DF244),155159(DF243),155158(DF242)	lemma/128926
toca	N1	f	NcA	2	1	0	0	0	2	155176(DF254),155175(DF253)	lemma/133604
tofus	N2	m	NcB	2	1	0	1	0	1	155192(DF262),40452(t0767)	lemma/128342
togula	N1	f	NcA	2	1	0	1	0	1	155201(DF26D),40460(t0774)	lemma/128350
tolerabilis	N3A	*	Af-	2	1	0	1	0	1	155217(DF27B),40461(t0775)	lemma/128351
toleratio	N3B	f	NcC	2	1	0	1	0	1	40463(t0776),155218(DF27D)	lemma/128352
tollo	V3		VmH	2	1	0	1	0	1	155238(DF289),40468(t0780)	lemma/128357
tolta	N1	f	NcA	2	1	0	0	0	2	155251(DF299),155250(DF298)	lemma/133679
toltura	N1	f	NcA	2	1	0	0	0	2	155257(DF29F),155256(DF29E)	lemma/133685
tolus	N2	m	NcB	2	1	0	0	0	2	155261(DF2A1),155262(DF2A2)	lemma/133690
tolutiloquentia	N1	f	NcA	2	1	0	1	0	1	40472(t0783),155263(DF2A3)	lemma/128360
tomus	N2	m	NcB	4	1	0	1	0	3	155280(DF2B3),155281(DF2B4),155282(DF2B5),40482(t0793)	lemma/128370
tona	N1	f	NcA	2	1	0	0	0	2	155285(DF2B8),155284(DF2B7)	lemma/133713
tondeo	V2		VmG	2	1	0	1	0	1	155295(DF2C3),40484(t0795)	lemma/128372
tonitruo	V1		VmF	2	1	0	1	0	1	40493(t0803),155313(DF2D4)	lemma/128380
tonna	N1	f	NcA	2	1	0	0	0	2	155319(DF2DA),155318(DF2D9)	lemma/133748
tono	V1		VmF	2	1	0	1	0	1	155329(DF2BG),40495(t0796)	lemma/128373
tonsa	N1	f	NcA	3	1	0	1	0	2	40497(t9992),155332(DF2E4),155331(DF2E3)	lemma/129445
tonsorium	N2	n	NcB	2	1	0	1	0	1	155339(DF2ED),40505(t0813)	lemma/128391
tonus	N2	m	NcB	2	1	0	0	0	2	155347(DF2F4),155348(DF2F5)	lemma/128396
toragium	N2	n	NcB	3	1	0	0	0	3	155366(DF2G5),155365(DF2G4),155364(DF2G3)	lemma/133793
torale	N3B	n	NcC	2	1	0	0	0	2	155367(DF2G6),155368(DF2G7)	lemma/128413
torba	N1	f	NcA	2	1	0	0	0	2	155373(DF2GC),155374(DF2GD)	lemma/133802
torcha	N1	f	NcA	3	1	0	0	0	3	155381(DF2H3),155382(DF2H4),155383(DF2H5)	lemma/133811
torchia	N1	f	NcA	2	1	0	0	0	2	155386(DF2H8),155385(DF2H7)	lemma/133815
torcia	N1	f	NcA	2	1	0	0	0	2	155389(DF2HB),155390(DF2HC)	lemma/133819
torculo	V1		VmF	2	1	0	1	0	1	155402(DF304),40539(t0835)	lemma/128421
toreuma	N3B	n	NcC	2	1	0	1	0	1	40544(t0838),155410(DF30D)	lemma/128425
tormentum	N2	n	NcB	4	1	0	1	0	3	155420(DF316),155421(DF317),155422(DF318),40548(t0841)	lemma/128429
torna	N1	f	NcA	4	1	0	0	0	4	155430(DF31H),155429(DF31G),155428(DF31F),155427(DF31E)	lemma/133856
tornaria	N1	f	NcA	2	1	0	0	0	2	155437(DF32D),155438(DF32E)	lemma/133871
tornatilis	N3A	*	Af-	3	1	0	1	0	2	155440(DF32G),155441(DF32H),40553(t0846)	lemma/128434
tornatio	N3B	f	NcC	2	1	0	0	0	2	155443(DF331),155442(DF330)	lemma/133876
tornator	N3B	m	NcC	2	1	0	1	0	1	155444(DF332),40555(t0848)	lemma/128436
tornatura	N1	f	NcA	4	1	0	1	0	3	155446(DF334),155447(DF335),155448(DF336),40556(t0805)	lemma/128382
torno	V1		VmF	6	1	0	1	0	5	155471(DF32B),155470(DF32A),155469(DF329),155468(DF328),155467(DF327),40557(t0849)	lemma/128437
tornus	N2	m	NcB	7	1	0	1	0	6	155478(DF34E),155477(DF34D),155476(DF34C),155475(DF34B),155474(DF34A),155473(DF349),40558(t0850)	lemma/128438
torpedo	N3B	f	NcC	2	1	0	1	0	1	40561(t0853),155483(DF352)	lemma/128441
torridus	N2/1	*	Af-	2	1	0	1	0	1	40575(t0866),155498(DF360)	lemma/128455
torta	N1	f	NcA	4	1	0	1	0	3	155509(DF36B),155510(DF36C),155511(DF36D),40580(t9913)	lemma/129408
tortitudo	N3B	f	NcC	2	1	0	0	0	2	155534(DF380),155533(DF37H)	lemma/133962
tortor	N3B	m	NcC	3	1	0	1	0	2	155537(DF385),155538(DF386),40587(t0874)	lemma/128464
tortula	N1	f	NcA	3	1	0	1	0	2	155546(DF38F),155547(DF38G),40588(t0875)	lemma/128465
tortum	N2	n	NcB	2	1	0	1	0	1	155549(DF390),40589(t9913)	lemma/129409
tortuositas	N3B	f	NcC	2	1	0	1	0	1	155551(DF392),40590(t0876)	lemma/128466
tortuosus	N2/1	*	Af-	2	1	0	1	0	1	40591(t0877),155552(DF393)	lemma/128467
tortura	N1	f	NcA	5	1	0	1	0	4	155556(DF397),155554(DF395),155555(DF396),155553(DF394),40592(t0904)	lemma/128497
tortus	N2	m	NcB	3	1	0	0	0	3	155557(DF398),155558(DF399),155559(DF39A)	lemma/133986
toruidus	N2/1	*	Af-	2	1	0	1	0	1	155562(DF39E),40593(t0878)	lemma/128468
torulus	N2	m	NcB	2	1	0	1	0	1	40595(t0880),155563(DF39F)	lemma/128470
tosto	V1		VmF	2	1	0	1	0	1	155578(DF3AB),40600(t0884)	lemma/128476
tota	N1	f	NcA	2	1	0	0	0	2	155581(DF3AF),155582(DF3AG)	lemma/134010
totagium	N2	n	NcB	2	1	0	0	0	2	155583(DF3AH),155584(DF3B0)	lemma/134012
totaliter	I		X--	2	0	1	1	0	1	155587(DF3B3),40602(t0886)	hypolemma/110843
trabea	N1	f	NcA	3	1	0	1	0	2	155632(DF3DD),155633(DF3DE),40613(t0897)	lemma/128490
trabes	N3B	f	NcC	2	1	0	0	0	2	155640(DF3E3),155641(DF3E4)	lemma/128496
tracta	N1	f	NcA	6	1	0	1	0	5	155672(DF3G0),155671(DF3FH),155674(DF3G2),155670(DF3FG),155673(DF3G1),40624(t9993)	lemma/129446
tractamentum	N2	n	NcB	3	1	0	0	0	3	155676(DF3G4),155677(DF3G5),155678(DF3G6)	lemma/134105
tractatio	N3B	f	NcC	2	1	0	1	0	1	155684(DF3H4),40628(t0913)	lemma/128506
tractator	N3B	m	NcC	6	1	0	1	0	5	40629(t0914),155689(DF3H9),155688(DF3H8),155687(DF3H7),155686(DF3H6),155685(DF3H5)	lemma/128507
tractatorium	N2	n	NcB	2	1	0	1	0	1	155691(DF3HB),40630(t0915)	lemma/128508
tractatus	N4	m	NcD	10	1	0	1	0	9	40632(t9920),155700(DF402),155699(DF401),155698(DF400),155697(DF3HH),155696(DF3HG),155695(DF3HF),155694(DF3HE),155693(DF3HD),155692(DF3HC)	lemma/129418
tractim	I		X--	2	1	0	1	0	1	155703(DF406),40634(t0917)	lemma/128510
tractio	N3B	f	NcC	2	1	0	1	0	1	40635(t0918),155704(DF407)	lemma/128511
tracto	V1		VmF	9	1	0	1	0	8	155714(DF3GE),155713(DF3GD),155712(DF3GC),155711(DF3GB),155710(DF3GA),155709(DF3G9),155708(DF3G8),155707(DF3G7),40636(t0919)	lemma/128512
tractor	N3B	m	NcC	2	1	0	0	0	2	155716(DF40A),155715(DF409)	lemma/134144
tractoria	N1	f	NcA	3	1	0	0	0	3	155717(DF40B),155718(DF40C),155719(DF40D)	lemma/134146
tractura	N1	f	NcA	2	1	0	1	0	1	40642(t9985),155723(DF40H)	lemma/129438
tractus	N4	m	NcD	12	1	0	1	0	11	155737(DF41D),155736(DF41C),155735(DF418),155734(DF417),155733(DF416),155732(DF415),155731(DF414),155730(DF413),155729(DF412),155728(DF411),155727(DF410),43800(t9993)	lemma/129448
traditio	N3B	f	NcC	3	1	0	1	0	2	155741(DF421),155740(DF420),40643(t0924)	lemma/128517
traditor	N3B	m	NcC	2	1	0	1	0	1	155743(DF424),40644(t0925)	lemma/128518
trado	V3		VmH	2	1	0	1	0	1	40646(t0926),155746(DF41G)	lemma/128519
traductus	N4	m	NcD	2	1	0	1	0	1	40652(t9922),155750(DF42B)	lemma/129420
tragemata	N3B	n	NcC	2	1	0	1	0	1	155764(DF437),40658(t0936)	lemma/128530
tragina	N1	f	NcA	2	1	0	0	0	2	155767(DF43A),155768(DF43B)	lemma/134197
tragoedia	N1	f	NcA	2	1	0	1	0	1	155773(DF43G),40662(t0940)	lemma/128535
tragum	N2	n	NcB	2	1	0	1	0	1	155776(DF441),40672(t0950)	lemma/128546
traho	V3		VmH	17	1	0	1	0	16	155793(DF44G),155794(DF44H),155795(DF450),155796(DF451),155797(DF452),155798(DF453),155799(DF456),155792(DF44F),155791(DF44E),155784(DF447),155785(DF448),155786(DF449),155787(DF44A),155788(DF44B),155789(DF44C),155790(DF44D),40678(t0956)	lemma/128552
traiector	N3B	m	NcC	2	1	0	1	0	1	155802(DF45C),40682(t0960)	lemma/128556
traiectorium	N2	n	NcB	2	1	0	1	0	1	40683(t0961),155803(DF45D)	lemma/128557
trama	N1	f	NcA	2	1	0	1	0	1	40686(t0962),155816(DF467)	lemma/128558
tramen	N3B	n	NcC	2	1	0	1	0	1	155827(DF470),40687(t0963)	lemma/128559
trana	N1	f	NcA	2	1	0	0	0	2	155839(DF47C),155840(DF47D)	lemma/134269
trancheia	N1	f	NcA	2	1	0	0	0	2	155844(DF47H),155845(DF480)	lemma/134274
tranquillitas	N3B	f	NcC	2	1	0	1	0	1	155851(DF487),40690(t0966)	lemma/128562
transcendo	V3		VmH	2	1	0	1	0	1	40708(t0980),155861(DF48H)	lemma/128578
transcensus	N4	m	NcD	2	1	0	1	0	1	40710(t9924),155862(DF490)	lemma/129422
transcursus	N2	m	NcB	2	1	0	0	0	2	155869(DF498),155870(DF499)	lemma/134299
transenna	N1	f	NcA	2	1	0	1	0	1	155876(DF49G),40722(t0992)	lemma/128590
transeo	VA		VmN	7	1	0	1	0	6	40723(t0993),155882(DF4BF),155881(DF4BE),155880(DF4BD),155879(DF4BC),155878(DF4BA),155877(DF4B9)	lemma/128591
transfluuio	V1		VmF	2	1	0	1	0	1	40737(t1007),155891(DF4A8)	lemma/128605
transforatio	N3B	f	NcC	2	1	0	1	0	1	40740(t1010),155892(DF4A9)	lemma/128608
transfretatio	N3B	f	NcC	2	1	0	1	0	1	40746(t1016),155896(DF4AD)	lemma/128614
transfunctorius	N2/1	*	Af-	2	1	0	1	0	1	40752(t1022),155897(DF4AE)	lemma/128620
transglutio	V4		VmL	2	1	0	1	0	1	155899(DF4AG),40757(t1027)	lemma/128625
transgulo	V1		VmF	2	1	0	0	0	2	155901(DF4B2),155902(DF4B3)	lemma/134325
transigo	V3		VmH	2	1	0	1	0	1	155905(DF4B6),40763(t1032)	lemma/128630
transitorium	N2	n	NcB	2	1	0	0	0	2	155908(DF4C0),155909(DF4C1)	lemma/134338
transitus	N4	m	NcD	4	1	0	1	0	3	155912(DF4C4),155911(DF4C3),155913(DF4C5),40771(t9927)	lemma/129425
translatio	N3B	f	NcC	3	1	0	1	0	2	40776(t1044),155915(DF4CB),155916(DF4CC)	lemma/128642
translato	V1		VmF	4	1	0	0	0	4	155921(DF4CA),155920(DF4C9),155919(DF4C8),155918(DF4C7)	lemma/134345
translator	N3B	m	NcC	2	1	0	1	0	1	155922(DF4CE),40778(t1046)	lemma/128644
translego	V1		VmF	2	1	0	0	0	2	155925(DF4CH),155926(DF4D0)	lemma/134355
transmigro	V1		VmF	2	1	0	1	0	1	155934(DF4D7),40790(t1057)	lemma/128655
transpono	V3		VmH	3	1	0	1	0	2	155947(DF4E3),155948(DF4E4),40816(t1082)	lemma/128680
transportatio	N3B	f	NcC	2	1	0	1	0	1	40817(t1083),155949(DF4E7)	lemma/128681
transporto	V1		VmF	2	1	0	1	0	1	155950(DF4E6),40818(t1084)	lemma/128682
transpungo	V3		VmH	2	1	0	1	0	1	40821(t1087),155953(DF4EB)	lemma/128685
transuado	V1		VmF	2	1	0	1	0	1	40830(t1095),155961(DF4F3)	lemma/128694
transuaso	V1		VmF	2	1	0	0	0	2	155963(DF4F5),155962(DF4F4)	lemma/134392
transuersarium	N2	n	NcB	2	1	0	0	0	2	155971(DF4FF),155972(DF4FG)	lemma/134403
transuerso	V1		VmF	3	1	0	1	0	2	40843(t1108),155977(DF4FD),155976(DF4FC)	lemma/128707
transuerto	V3		VmH	2	1	0	1	0	1	155981(DF4G7),40844(t1109)	lemma/128708
transumo	V3		VmH	2	1	0	1	0	1	155983(DF4GA),40848(t1113)	lemma/128712
transuoro	V1		VmF	2	1	0	1	0	1	40856(t1121),155985(DF4GD)	lemma/128720
trapetum	N2	n	NcB	2	1	0	0	0	2	155994(DF4H4),155995(DF4H5)	lemma/128722
trasellum	N2	n	NcB	2	1	0	0	0	2	156009(DF501),156010(DF502)	lemma/134439
trassa	N1	f	NcA	2	1	0	0	0	2	156016(DF508),156017(DF509)	lemma/134446
trauersia	N1	f	NcA	2	1	0	0	0	2	156048(DF524),156049(DF525)	lemma/134477
trauersum	N2	n	NcB	2	1	0	0	0	2	156052(DF528),156051(DF527)	lemma/134480
trebucho	V1		VmF	2	1	0	0	0	2	156081(DF542),156082(DF543)	lemma/134510
trecia	N1	f	NcA	2	1	0	0	0	2	156096(DF553),156097(DF554)	lemma/134526
tremidus	N2/1	*	Af-	2	1	0	1	0	1	156141(DF57E),40883(t1145)	lemma/128751
tremo	V3		VmH	2	1	0	1	0	1	40886(t1148),156145(DF578)	lemma/128754
trencheia	N1	f	NcA	2	1	0	0	0	2	156165(DF594),156164(DF593)	lemma/134596
trentena	N1	f	NcA	2	1	0	0	0	2	156178(DF59F),156177(DF59E)	lemma/134607
trepido	V1		VmF	2	1	0	1	0	1	156195(DF5AG),40891(t1153)	lemma/128759
tribula	N1	f	NcA	4	1	0	1	0	3	156293(DF5GH),156292(DF5GG),156291(DF5GF),40915(t0326)	lemma/127862
tribulo	V1		VmF	3	1	0	1	0	2	156298(DF5H4),156297(DF5H3),40919(t1176)	lemma/128787
tribulosus	N2/1	*	Af-	2	1	0	1	0	1	40920(t1177),156299(DF5H5)	lemma/128788
tribulum	N2	n	NcB	2	1	0	1	0	1	156300(DF5H6),40921(t0337)	lemma/127874
tribunal	N3B	n	NcC	5	1	0	0	0	5	156307(DF5HD),156306(DF5HC),156305(DF5HB),156304(DF5HA),156303(DF5H9)	lemma/128790
tribunarium	N2	n	NcB	2	1	0	1	0	1	156309(DF5HF),40923(t1180)	lemma/128791
tribunus	N2	m	NcB	2	1	0	1	0	1	156314(DF602),40926(t1183)	lemma/128794
tribuo	V3		VmH	2	1	0	1	0	1	40927(t1184),156315(DF5GE)	lemma/128795
tribus	N4	f	NcD	2	1	0	1	0	1	156316(DF603),40928(t1185)	lemma/128796
tricameratus	N2/1	*	Af-	2	1	0	1	0	1	156323(DF60A),40938(t1192)	lemma/128803
tricennalis	N3A	*	Af-	2	1	0	1	0	1	40941(t1195),156329(DF610)	lemma/128806
trichila	N1	f	NcA	2	1	0	1	0	1	40952(t1205),156337(DF619)	lemma/128817
tricinium	N2	n	NcB	2	1	0	1	0	1	156344(DF620),40961(t1213)	lemma/128826
triclinium	N2	n	NcB	2	1	0	1	0	1	40965(t1217),156346(DF621)	lemma/128832
trico	N3B	m	NcC	2	1	0	1	0	1	156348(DF623),40966(t1218)	lemma/128833
triennalis	N3A	*	Af-	2	1	0	1	0	1	156372(DF639),40985(t1237)	lemma/128854
triens	N3B	m	NcC	2	1	0	1	0	1	156375(DF63C),40988(t1240)	lemma/128857
trifolium	N2	n	NcB	2	1	0	1	0	1	156383(DF644),41008(t1257)	lemma/128877
triga	N1	f	NcA	3	1	0	1	0	2	41015(t1264),156388(DF649),156389(DF64A)	lemma/128884
trigamia	N1	f	NcA	2	1	0	1	0	1	156390(DF64B),41016(t8264)	lemma/129359
trigarium	N2	n	NcB	2	1	0	1	0	1	41019(t1267),156391(DF64D)	lemma/128889
trihorium	N2	n	NcB	2	1	0	1	0	1	156412(DF65F),41041(t1285)	lemma/128909
trimodia	N1	f	NcA	2	1	0	1	0	1	156432(DF674),41059(t1301)	lemma/128928
trimodus	N2/1	*	Af-	2	1	0	1	0	1	41062(t1302),156433(DF675)	lemma/128931
trio	V1		VmF	3	1	0	0	0	3	156456(DF5F6),156455(DF5F5),156454(DF5F4)	lemma/134699
triplaris	N3A	*	Af-	2	1	0	1	0	1	156477(DF69H),41102(t1342)	lemma/128974
triplicabilis	N3A	*	Af-	2	1	0	1	0	1	41105(t1345),156478(DF6A1)	lemma/128977
triplicatio	N3B	f	NcC	2	1	0	1	0	1	41107(t1347),156479(DF6A3)	lemma/128979
triplicitas	N3B	f	NcC	2	1	0	1	0	1	156480(DF6A4),41108(t1348)	lemma/128980
triplo	V1		VmF	2	1	0	1	0	1	41111(t1351),156482(DF69G)	lemma/128983
tripoda	N1	f	NcA	2	1	0	1	0	1	156484(DF6A7),41113(t1495)	lemma/129147
tripodium	N2	n	NcB	2	1	0	0	0	2	156487(DF6AB),156486(DF6AA)	lemma/134918
tripodo	V1		VmF	2	1	0	1	0	1	156488(DF6A8),41115(t1354)	lemma/128986
tripudium	N2	n	NcB	2	1	0	1	0	1	41123(t1362),156501(DF6B6)	lemma/128994
triscurrium	N2	n	NcB	2	1	0	1	0	1	41133(t1372),156512(DF6C0)	lemma/129004
trisomum	N2	n	NcB	2	1	0	1	0	1	41136(t1376),156520(DF6C8)	lemma/129008
trisso	V1		VmF	2	1	0	1	0	1	41140(t1380),156525(DF6CC)	lemma/129012
tristatae	N1	m	NcA	2	1	0	1	0	1	156530(DF6D2),41141(t1381)	lemma/129013
tristimonium	N2	n	NcB	2	1	0	1	0	1	41146(t1385),156535(DF6D7)	lemma/129018
tristis	N3A	*	Af-	2	1	0	1	0	1	156536(DF6D8),41147(t1386)	lemma/129020
tristitudo	N3B	f	NcC	2	1	0	1	0	1	41150(t1389),156538(DF6DA)	lemma/129024
tristor	V1		VmF	2	1	0	1	0	1	156540(DF6D1),41151(t1390)	lemma/129025
tristus	N2/1	*	Af-	2	1	0	1	0	1	156543(DF6DD),41152(t1386)	lemma/129019
tritheitae	N1	m	NcA	2	1	0	1	0	1	41161(t1398),156550(DF6E4)	lemma/129034
tritile	N3B	n	NcC	2	1	0	1	0	1	156552(DF6E7),41169(t1404)	lemma/129040
tritor	N3B	m	NcC	2	1	0	1	0	1	41171(t8404),156558(DF6ED)	lemma/129364
tritura	N1	f	NcA	2	1	0	1	0	1	156562(DF6EH),41174(t0408)	lemma/127952
trituratio	N3B	f	NcC	2	1	0	1	0	1	41175(t1407),156563(DF6F1)	lemma/129044
trituro	V1		VmF	2	1	0	1	0	1	156565(DF6F0),41177(t1409)	lemma/129046
triuialis	N3A	*	Af-	2	1	0	1	0	1	41180(t1411),156571(DF6FA)	lemma/129048
triuium	N2	n	NcB	2	1	0	1	0	1	156574(DF6FD),41182(t1413)	lemma/129050
triumphalis	N3A	*	Af-	2	1	0	1	0	1	156575(DF6FE),41184(t1415)	lemma/129052
triumpho	V1		VmF	4	1	0	1	0	3	41189(t1420),156579(DF6G0),156578(DF6FH),156577(DF6FG)	lemma/129057
triumphus	N2	m	NcB	3	1	0	0	0	3	156583(DF6G4),156581(DF6G2),156582(DF6G3)	lemma/129058
trocha	N1	f	NcA	2	1	0	0	0	2	156599(DF6H3),156598(DF6H2)	lemma/135030
trochlea	N1	f	NcA	2	1	0	1	0	1	41204(t1434),156601(DF6H5)	lemma/129072
trocta	N1	f	NcA	2	1	0	0	0	2	156609(DF6HC),156610(DF6HD)	lemma/135040
troia	N1	f	NcA	2	1	0	0	0	2	156624(DF70B),156625(DF70C)	lemma/135056
troillium	N2	n	NcB	2	1	0	0	0	2	156628(DF70F),156627(DF70E)	lemma/135058
tropus	N2	m	NcB	2	1	0	0	0	2	156672(DF736),156673(DF737)	lemma/129083
trossa	N1	f	NcA	3	1	0	0	0	3	156677(DF73B),156678(DF73C),156679(DF73D)	lemma/135108
trua	N1	f	NcA	2	1	0	1	0	1	156697(DF74E),41220(t1448)	lemma/129086
trucilo	V1		VmF	2	1	0	1	0	1	156711(DF75A),41225(t1453)	lemma/129091
tructa	N1	f	NcA	2	1	0	1	0	1	156715(DF75E),41226(t1454)	lemma/129092
trudo	V3		VmH	2	1	0	1	0	1	41232(t1459),156721(DF761)	lemma/129098
truella	N1	f	NcA	2	1	0	0	0	2	156725(DF766),156724(DF765)	lemma/129099
trulla	N1	f	NcA	3	1	0	1	0	2	156736(DF770),156735(DF76H),41233(t1460)	lemma/129099
trullum	N2	n	NcB	2	1	0	0	0	2	156742(DF776),156743(DF777)	lemma/135174
trunchus	N2	m	NcB	2	1	0	0	0	2	156765(DF78B),156766(DF78C)	lemma/135197
truncus	N2	m	NcB	7	1	0	0	0	7	156774(DF792),156773(DF791),156772(DF790),156771(DF78H),156770(DF78G),156769(DF78F),156768(DF78E)	lemma/129110
trutanus	N2	m	NcB	2	1	0	0	0	2	156791(DF7A0),156792(DF7A6)	lemma/135222
tuba	N1	f	NcA	3	1	0	1	0	2	156811(DF7B3),156812(DF7B4),41260(t1685)	lemma/129158
tubarius	N2	m	NcB	2	1	0	1	0	1	41261(t1686),156814(DF7B8)	lemma/129159
tuber	N3B	n	NcC	2	1	0	1	0	1	156819(DF7BD),41262(t1687)	lemma/129160
tubero	V1		VmF	2	1	0	1	0	1	156821(DF7BE),41266(t1690)	lemma/129163
tuberosus	N2/1	*	Af-	2	1	0	1	0	1	156823(DF7BH),41267(t1691)	lemma/129164
tubicino	V1		VmF	2	1	0	1	0	1	156827(DF7C3),41270(t1694)	lemma/129167
tubo	V1		VmF	2	1	0	1	0	1	156829(DF7B7),41272(t1696)	lemma/129169
tuccetum	N2	n	NcB	2	1	0	1	0	1	156835(DF7CC),41283(t1707)	lemma/129182
tudito	V1		VmF	2	1	0	1	0	1	156852(DF7DA),41287(t1711)	lemma/129186
tuellus	N2	m	NcB	2	1	0	0	0	2	156856(DF7DF),156855(DF7DE)	lemma/135286
tueor	V2		VmG	2	1	0	0	0	2	156857(DF7DH),156858(DF7E0)	lemma/129187
tufa	N1	f	NcA	2	1	0	1	0	1	156861(DF7E3),41289(t1713)	lemma/129190
tuffa	N1	f	NcA	2	1	0	0	0	2	156864(DF7E6),156863(DF7E5)	lemma/135295
tugurium	N2	n	NcB	2	1	0	1	0	1	41291(t1715),156868(DF7EA)	lemma/129192
tuguriunculum	N2	n	NcB	2	1	0	1	0	1	156869(DF7EB),41292(t1716)	lemma/129193
tuitio	N3B	f	NcC	3	1	0	1	0	2	156877(DF7F1),156876(DF7F0),41293(t1717)	lemma/129194
tulo	V3		VmH	2	1	0	1	0	1	41296(t1720),156888(DF7F5)	lemma/129197
tumba	N1	f	NcA	4	1	0	1	0	3	156893(DF7G0),156894(DF7G1),156895(DF7G2),41298(t1722)	lemma/129199
tumulatio	N3B	f	NcC	2	1	0	0	0	2	156919(DF7HB),156918(DF7HA)	lemma/135350
tunc	I		X--	2	1	0	1	0	1	41321(t1742),156925(DF800)	lemma/129223
tunica	N1	f	NcA	3	1	0	1	0	2	156930(DF806),156931(DF807),41324(t1745)	lemma/129226
tunsio	N3B	f	NcC	2	1	0	1	0	1	156941(DF810),41329(t1751)	lemma/129232
tupina	N1	f	NcA	2	1	0	0	0	2	156949(DF817),156950(DF818)	lemma/135380
turba	N1	f	NcA	5	1	0	1	0	4	156960(DF821),156959(DF820),156958(DF81H),156961(DF822),41335(t1755)	lemma/129235
turbatio	N3B	f	NcC	2	1	0	1	0	1	156969(DF82B),41337(t1757)	lemma/129237
turbella	N1	f	NcA	2	1	0	1	0	1	156972(DF82F),41340(t1760)	lemma/129240
turbido	V1		VmF	2	1	0	1	0	1	41342(t1761),156976(DF831)	lemma/129241
turbo	V1		VmF	2	1	0	1	0	1	41351(t1770),156983(DF826)	lemma/129250
turbulento	V1		VmF	2	1	0	1	0	1	41355(t1775),156985(DF839)	lemma/129255
turbus	N2	m	NcB	2	1	0	1	0	1	156987(DF83B),41357(t1777)	lemma/129257
turdus	N2	m	NcB	2	1	0	1	0	1	41362(t1778),157006(DF84D)	lemma/129259
turella	N1	f	NcA	3	1	0	0	0	3	157007(DF84E),157008(DF84F),157009(DF84G)	lemma/135438
turgor	N3B	m	NcC	2	1	0	1	0	1	157019(DF858),41368(t1786)	lemma/129267
turio	N3B	m	NcC	2	1	0	1	0	1	41379(t1796),157022(DF85B)	lemma/129276
turma	N1	f	NcA	4	1	0	1	0	3	157029(DF860),157028(DF85H),157027(DF85G),41380(t1797)	lemma/129277
turna	N1	f	NcA	3	1	0	0	0	3	157036(DF867),157035(DF866),157034(DF865)	lemma/135465
turnus	N2	m	NcB	5	1	0	0	0	5	157043(DF86E),157044(DF86F),157045(DF86G),157046(DF86H),157047(DF870)	lemma/135474
turpedo	N3B	f	NcC	2	1	0	1	0	1	157053(DF877),41384(t1801)	lemma/129281
turpiloquium	N2	n	NcB	2	1	0	1	0	1	157058(DF87C),41387(t1804)	lemma/129284
turpitudo	N3B	f	NcC	2	1	0	1	0	1	157062(DF87G),41392(t1809)	lemma/129289
turpo	V1		VmF	2	1	0	1	0	1	41393(t1810),157063(DF875)	lemma/129290
turriger	N2/1	*	Af-	2	1	0	1	0	1	41396(t1813),157080(DF88H)	lemma/129293
turris	N3B	f	NcC	2	1	0	1	0	1	157083(DF892),41397(t1814)	lemma/129294
turturella	N1	f	NcA	2	1	0	1	0	1	157096(DF89H),41400(t1818)	lemma/129297
tuscus	N2/1	*	Af-	2	1	0	0	1	1	68984(86549),157107(DF8AA)	lemma/24267
tutaculum	N2	n	NcB	2	1	0	1	0	1	157118(DF8B4),41414(t1831)	lemma/129309
tutamentum	N2	n	NcB	2	1	0	1	0	1	41416(t1833),157120(DF8B7)	lemma/129311
